"run_id","transport_mode","workload_source","workload_descriptor","profile","expected_messages","payload_bytes","concurrency","target_messages_per_second","transformer_work_iterations","sink_process_delay_ms","max_retry_attempts","retry_backoff_ms","failure_action","failure_target","failure_after_seconds","producer_retry_attempts","producer_stream_reconnects","producer_recovery_events","producer_avg_recovery_ms","producer_max_recovery_ms","unary_acknowledged_requests","throughput_messages_per_second","throughput_megabytes_per_second","duration_seconds","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms","mean_inter_arrival_ms","p95_inter_arrival_ms","inter_arrival_jitter_ms","messages_received","bytes_received","duplicates","ordering_violations","completion_ratio","lost_messages","duplicate_ratio","estimated_failure_at_unix_nano","time_to_first_post_failure_message_ms","e2e_recovery_ms","sustained_target_recovered","backlog_drain_ms","recovery_window_p95_latency_ms","throughput_debt_messages","post_failure_duplicates","post_failure_duplicate_ratio","producer_cpu_avg_pct","producer_cpu_peak_pct","producer_memory_avg_mib","producer_memory_peak_mib","producer_samples","transformer_cpu_avg_pct","transformer_cpu_peak_pct","transformer_memory_avg_mib","transformer_memory_peak_mib","transformer_samples","sink_cpu_avg_pct","sink_cpu_peak_pct","sink_memory_avg_mib","sink_memory_peak_mib","sink_samples","rabbitmq_cpu_avg_pct","rabbitmq_cpu_peak_pct","rabbitmq_memory_avg_mib","rabbitmq_memory_peak_mib","rabbitmq_samples","nats_cpu_avg_pct","nats_cpu_peak_pct","nats_memory_avg_mib","nats_memory_peak_mib","nats_samples","kafka_cpu_avg_pct","kafka_cpu_peak_pct","kafka_memory_avg_mib","kafka_memory_peak_mib","kafka_samples"
"synthetic-clean-stream-p256-c1","client-streaming","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","76467.81373561593","18.668899837796857","0.261547951","3.570142","44.422864","77.657902","78.398568","0.010932283864192345","0.002475","0.5765422505305935","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","3","3","3","0.9","0.9","316","316","3","0.3","0.3","685","685","3","1.4","1.4","710","710","3"
"synthetic-clean-stream-p256-c4","client-streaming","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","118209.38993097264","28.859714338616367","0.169191297","46.700323","63.672958","65.83455","66.283442","0.005578778388919345","0.002292","0.27360113706686834","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","2","0","0","2","2","2","0.7","0.7","316","316","2","0.2","0.2","681","681","2","0.9","0.9","710","710","2"
"synthetic-clean-stream-p256-c8","client-streaming","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","66767.52702834623","16.30066577840484","0.299546814","70.363526","97.606863","100.98258","108.084639","0.011405981349066032","0.002933","0.5034118495937441","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.3","0.3","2","2","3","0.3","0.3","2","2","3","0.7","0.7","318","318","3","0.2","0.2","681","681","3","1.1","1.1","710","710","3"
"synthetic-clean-stream-p256-c16","client-streaming","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","0","40970.008880085545","10.002443574239635","0.488161964","140.410618","227.10043","266.563135","271.120535","0.018723333616680486","0.0035","0.7967984004098152","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.9","0.9","317","317","3","0.3","0.3","681","681","3","1.7","1.7","710","710","3"
"synthetic-clean-stream-p1024-c1","client-streaming","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","28171.10013463321","27.510839975227743","0.709947425","5.298517","31.649112","57.014749","57.632124","0.02869299959997941","0.004675","0.685869591477694","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.8","0.8","316","316","3","0.4","0.4","681","681","3","1.6","1.6","710","710","3"
"synthetic-clean-stream-p1024-c4","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","36447.710496243744","35.59346728148803","0.548731312","127.17505","183.937807","190.169674","196.255425","0.02303368793439915","0.004217","0.6973993128128382","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.9","0.9","316","316","3","0.3","0.3","681","681","3","1.6","1.6","710","710","3"
"synthetic-clean-stream-p1024-c8","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","28743.000262057118","28.069336193415154","0.695821585","108.289774","185.039615","249.806514","261.357798","0.025592091854595815","0.00495","0.8432566324628675","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","3","3","3","1.3","1.3","317","317","3","0.6","0.6","681","681","3","3","3","710","710","3"
"synthetic-clean-stream-p1024-c16","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","17368.11216395613","16.96104703511341","1.151535631","494.783387","681.145385","745.794126","799.673593","0.05302832051602145","0.022733","1.4467633788584549","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","4","0","0","2","2","4","0.7","0.7","315","315","4","0.2","0.2","681","681","4","1.2","1.2","710","710","4"
"synthetic-clean-stream-p4096-c1","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","16424.053221388956","64.15645789605061","1.217726205","1.444575","23.251891","39.016816","41.669191","0.05564769813491173","0.038225","0.9127001956544174","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.9","0.9","316","316","3","0.3","0.3","681","681","3","1.8","1.8","710","710","3"
"synthetic-clean-stream-p4096-c4","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","19838.26198288158","77.49321087063117","1.008152832","8.642517","66.031441","76.294166","78.077082","0.04539910910546008","0.016409","1.0490463378448998","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.9","0.9","317","317","3","0.3","0.3","681","681","3","1.4","1.4","710","710","3"
